p1,p2,p3,p4,p5,objective,predicted,elapsed_sec
 , ,128,32,64,17.673056000000003,0.00440238025048033,164.17855763435364
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,20,32,17.5400415,0.004524782744472691,328.3668565750122
 , ,64,80,8,17.648131499999998,0.004691665025634764,492.5823836326599
 , ,4,64,32,17.5893885,0.004694302979937883,656.6825501918793
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,64,16,17.6598625,0.004747093232768518,820.8584578037262
#pragma clang loop(j2) pack array(path) allocate(malloc), ,96,80,64,17.6254215,0.004839620387406227,985.2465677261353
 , ,8,50,50,17.617538,0.00531833378602678,1149.4024624824524
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,80,16,17.589267,0.005968360166864127,1313.638655424118
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,64,32,17.6152145,0.006132095533154643,1477.9062168598175
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,16,128,17.589921,0.006705633468198565,1642.5545217990875
#pragma clang loop(j2) pack array(path) allocate(malloc), ,20,20,128,17.635598,0.006793614143481375,1806.8943586349487
 , ,32,64,128,17.5911595,0.006852467493535578,1970.9705283641815
 , ,4,80,80,17.609079,0.007004457509267474,2134.998491048813
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,64,80,17.5539645,0.007089261851407305,2299.2026591300964
#pragma clang loop(j2) pack array(path) allocate(malloc), ,20,64,16,17.603515,0.007209537258565406,2463.454530954361
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,8,16,17.610070999999998,0.007347406437448163,2627.4425280094147
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,50,8,17.574723,0.007412468485766101,2791.546539545059
#pragma clang loop(j2) pack array(path) allocate(malloc), ,80,32,64,17.615555999999998,0.00776170376256833,2956.162471294403
 , ,80,20,32,17.610478999999998,0.007817593426151057,3120.3985192775726
 , ,16,20,64,17.626899,0.008059956561767837,3284.4943873882294
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,20,128,17.606451999999997,0.0086116525724174,3448.546602010727
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,80,128,17.560059,0.00931069693860376,3612.6669902801514
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,32,32,17.587054000000002,0.009559698899482088,3776.654455423355
 , ,32,80,128,17.5638565,0.009635146042777525,3942.5342977046967
 , ,80,32,20,17.575190999999997,0.009691071582703065,4106.694421052933
#pragma clang loop(j2) pack array(path) allocate(malloc), ,16,64,8,17.567923,0.009823573601768006,4270.5502388477325
 , ,32,16,4,17.5708635,0.010070812121250954,4434.510591030121
 , ,32,20,64,17.593808,0.010349251138050772,4598.690419912338
#pragma clang loop(j2) pack array(path) allocate(malloc), ,8,64,20,17.6086485,0.010726750701510374,4762.730471611023
#pragma clang loop(j2) pack array(path) allocate(malloc), ,32,50,256,17.56023,0.010934472775366513,4926.638536453247
