p1,p2,p3,p4,p5,exe_time,elapsed_sec
 , ,32,2048,4,1.633674,14.777480840682983
 , ,64,100,4,1.5835965,26.348859310150146
 , ,128,100,4,1.583226,38.22036623954773
 , ,16,100,4,1.6807155,50.128490924835205
 , ,20,2048,4,1.6863510000000002,62.20088768005371
 , ,16,100,4,1.6884195,76.38049221038818
 , ,16,64,4,1.7301980000000001,88.41160488128662
 , ,20,32,4,1.6722869999999999,100.77615761756897
 , ,64,2048,4,1.605666,112.90033435821533
 , ,16,32,4,1.7208755,125.16437196731567
 , ,16,128,4,1.685321,139.16044569015503
 , ,100,100,4,1.6044969999999998,150.87243962287903
 , ,8,128,4,1.92909,163.4924454689026
 , ,50,100,4,1.59238,175.32803964614868
 , ,20,20,4,1.867045,187.6528708934784
 , ,100,80,4,1.5912419999999998,201.6603763103485
 , ,100,2048,4,1.592589,213.58248734474182
 , ,128,100,4,1.587538,225.46415090560913
 , ,20,50,4,1.7377625,237.95238733291626
 , ,128,100,4,1.5845164999999999,249.6311559677124
 , ,20,32,4,1.6763379999999999,263.7283065319061
 , ,8,80,4,2.0250125,276.78418469429016
 , ,8,16,4,2.472137,290.9605040550232
 , ,8,128,4,1.9301460000000001,303.5326704978943
 , ,100,80,4,1.593223,314.9163770675659
 , ,100,2048,4,1.5877970000000001,328.7163939476013
 , ,100,50,4,1.85486,341.0083122253418
 , ,128,80,4,1.589267,352.6474483013153
 , ,64,80,4,1.5888244999999999,364.9280185699463
 , ,80,64,4,1.617477,376.6239113807678
