p0,p1,p2,p3,p4,p5,objective,elapsed_sec
 ,#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,50,20,4.5156425,2650.706862926483
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,2048,4,3.915206,2671.9788422584534
 , , ,4,20,64,2.3730275,2688.5746734142303
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc), ,32,8,8,11.621205,2735.0591645240784
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc), ,32,64,4,18.139645,2801.1157705783844
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,128,16,5.4106974999999995,2827.2825424671173
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,20,80,3.168323,2848.9672968387604
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,128,32,3.7665545,2870.1428637504578
 ,#pragma clang loop(m2) pack array(B) allocate(malloc), ,80,2048,4,9.532879000000001,2909.1271119117737
 ,#pragma clang loop(m2) pack array(B) allocate(malloc), ,100,50,32,4.318392,2932.787676334381
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,50,64,4.5154815,2958.403881072998
 ,#pragma clang loop(m2) pack array(B) allocate(malloc), ,80,32,8,7.617057,2992.3756425380707
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,4,100,1.8655339999999998,3007.5081646442413
 , , ,128,8,50,2.670407,3025.1348967552185
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc), ,8,2048,4,13.8276445,3077.770836353302
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,64,16,100,2.9811785,3097.3997886180878
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,50,8,12.621739,3147.2710251808167
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,128,4,4.1927555000000005,3170.0190925598145
 ,#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,8,32,3.6674685,3192.3917002677917
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc), ,50,100,20,6.6221025000000004,3223.9539194107056
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc), ,96,20,4,19.224632,3293.270389318466
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,2048,256,4.492921,3317.3120670318604
 , , ,100,8,128,1.5020805,3331.2261164188385
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,2048,4,4.127789,3354.3408448696136
 ,#pragma clang loop(m2) pack array(B) allocate(malloc), ,80,80,64,3.950669,3377.495916366577
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,50,8,9.0044615,3415.74622297287
 , , ,16,16,80,1.9612335,3431.150826692581
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,32,80,64,3.665985,3452.955176115036
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,80,16,4.6607994999999995,3477.8987970352173
 ,#pragma clang loop(m2) pack array(B) allocate(malloc), ,32,8,4,10.9545145,3521.8788709640503
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc), ,100,50,16,7.438083000000001,3555.8523416519165
 ,#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,128,128,2.097132,3571.871444940567
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,2048,50,5.3705915,3598.65509390831
 ,#pragma clang loop(m2) pack array(B) allocate(malloc), ,4,64,20,4.985638,3625.863247871399
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,8,4,7.381043,3658.982494354248
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,80,64,2.7853695,3677.48823595047
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,2048,64,3.5842555000000003,3698.7904665470123
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,32,32,4.5665355000000005,3723.6343007087708
 ,#pragma clang loop(m2) pack array(B) allocate(malloc), ,64,16,4,11.247951,3768.0666558742523
 , , ,80,16,256,1.4938924999999998,3782.058070421219
 ,#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,64,64,3.4480965,3803.7983100414276
 , , ,100,50,50,2.9058715,3823.076204061508
 ,#pragma clang loop(m2) pack array(B) allocate(malloc), ,80,64,20,4.950823,3849.300402879715
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,80,128,50,4.0334565,3871.959774494171
 ,#pragma clang loop(m2) pack array(B) allocate(malloc), ,50,64,8,7.792847500000001,3906.0356500148773
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64,64,80,4.570504,3932.1907138824463
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,80,100,256,2.114681,3949.1118619441986
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc), ,20,20,20,5.3550735,3977.102951526642
 ,#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64,32,20,4.6943785,4001.912094593048
 , , ,128,32,128,1.463506,4021.873605489731
 ,#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,4,4,12.401435,4070.574437379837
 ,#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,8,20,4.0461765,4093.371717453003
 ,#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,32,20,4.5630815,4118.179621934891
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,50,20,80,2.7954515,4137.207811117172
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,16,4,15.432638,4196.200302600861
 , , ,4,64,4,3.355862,4216.369102239609
 , , ,64,20,4,3.408776,4236.295635938644
 , , ,50,100,256,1.5454395,4251.382706642151
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,2048,20,5.3506235,4278.560124635696
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,50,128,32,3.7522675,4300.779926776886
 , , ,128,32,50,2.86705,4319.175026416779
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc), ,8,128,64,3.6407905,4341.179171562195
 ,#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,20,128,2.2782345,4358.343406200409
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,80,100,2.910222,4378.087210416794
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,100,16,7.3244555,4412.227402687073
 ,#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,128,8,6.7079995,4442.610685110092
 ,#pragma clang loop(m2) pack array(B) allocate(malloc), ,128,64,100,3.089241,4462.520226478577
 , , ,8,50,8,3.6450895,4483.4705328941345
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,4,20,3.1889255,4502.976631164551
 , , ,16,128,20,3.505438,4523.3664309978485
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,2048,32,5.260874,4550.51043510437
 ,#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,32,16,5.497033999999999,4578.02069234848
 , , ,8,16,100,1.632189,4592.386778831482
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc), ,4,50,100,4.094801,4616.439615011215
 ,#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,4,100,2.6441885000000003,4635.050655603409
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc), ,50,32,32,5.1606570000000005,4662.176416397095
 ,#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,100,80,3.9756549999999997,4685.992123603821
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,50,64,80,2.8720410000000003,4705.351510286331
 , , ,16,2048,8,3.9007005,4726.6155397892
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,128,128,3.181922,4745.995460987091
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,4,8,3.5074785,4766.656135797501
 , , ,8,16,32,2.9044455,4785.347710609436
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc), ,100,50,64,4.7319795,4811.314250469208
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,16,50,4.7392585,4837.7996435165405
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,64,8,3.9606465,4860.966815233231
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,20,16,20,4.89668,4886.519756317139
