p0,p1,p2,p3,p4,p5,objective,elapsed_sec
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,64,8,0.00029350000000000003,1913.9675567150116
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,20,16,20,0.000644,1924.0699603557587
 ,#pragma clang loop(m2) pack array(B) allocate(malloc), ,64,4,128,0.000626,1934.61696600914
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,80,128,0.00041600000000000003,1944.2717533111572
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,64,20,0.000267,1953.6925263404846
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc), ,8,80,32,0.0006695,1964.0194017887115
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc), ,64,64,80,0.0006755,1974.2636399269104
 , , ,20,8,32,0.00025949999999999997,1984.2978053092957
 ,#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,32,256,0.000468,1994.059873342514
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,100,4,0.0026785,2004.8596782684326
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,50,32,0.000392,2014.4942412376404
 , , ,80,4,4,0.0002925,2024.6937255859375
 ,#pragma clang loop(m2) pack array(B) allocate(malloc), ,8,64,32,0.000512,2034.7348473072052
