p0,p1,p2,p3,p4,p5,objective,elapsed_sec
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,64,8,0.008447,1968.8065543174744
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,20,16,20,0.0201315,1980.1610326766968
 ,#pragma clang loop(m2) pack array(B) allocate(malloc), ,64,4,128,0.0109905,1990.3324983119965
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,80,128,0.007970999999999999,2000.054013967514
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,64,20,0.007121000000000001,2010.221352815628
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc), ,8,80,32,0.0225915,2021.381071805954
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc), ,64,64,80,0.013113,2031.5411350727081
 , , ,20,8,32,0.0070125,2041.6935575008392
 ,#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,32,256,0.011903500000000001,2052.0089404582977
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,100,4,0.056817,2063.095445394516
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,50,32,0.0126155,2073.8993759155273
 , , ,80,4,4,0.009803,2083.734895467758
 ,#pragma clang loop(m2) pack array(B) allocate(malloc), ,8,64,32,0.014939000000000001,2094.0669207572937
