trial,generate,reject,close,sample,batch,prior,sample,external
0,375,625,0,0,0,625,0.20912718772888184,0
1,765,1235,0,0,0,1235,0.36592721939086914,0
2,1136,1864,0,0,0,1864,0.5248346328735352,0
