trial,generate,reject,close,sample,batch,prior,sample,external
0,412,588,0,0,0,588,0.16436195373535156,0
1,816,1184,0,0,0,1184,0.28831911087036133,0
2,1226,1774,0,0,0,1774,0.417682409286499,0
