trial,generate,reject,close,sample,batch,prior,sample,external
0,484,516,0,0,0,516,12.142289638519287,0
1,963,1037,0,0,0,1037,24.21293020248413,0
2,1458,1542,0,0,0,1542,37.232502698898315,0
