p1,p2,p3,p4,p5,objective,elapsed_sec
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,64,32,0.0007025,910.3164360523224
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,128,100,0.001114,917.2871103286743
 , ,80,80,32,0.000714,924.2616698741913
#pragma clang loop(j2) pack array(data) allocate(malloc), ,96,80,4,0.00011999999999999999,932.8806393146515
#pragma clang loop(j2) pack array(data) allocate(malloc), ,100,2048,128,0.001273,939.4651508331299
 , ,32,2048,20,7.549999999999999e-05,950.8630120754242
#pragma clang loop(j2) pack array(data) allocate(malloc), ,100,32,80,0.001112,959.2494161128998
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64,16,4,0.0001225,966.8837659358978
#pragma clang loop(j2) pack array(data) allocate(malloc), ,64,32,4,0.0001305,976.5860152244568
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,50,100,0.0010875,983.4572067260742
#pragma clang loop(j2) pack array(data) allocate(malloc), ,8,32,256,0.0013015000000000001,991.8116250038147
#pragma clang loop(j2) pack array(data) allocate(malloc), ,16,32,16,0.0006305,999.7427823543549
#pragma clang loop(j2) pack array(data) allocate(malloc), ,128,20,256,0.001275,1007.4915261268616
 , ,80,128,128,0.0010945,1013.742772102356
 , ,4,64,50,0.000954,1022.6654889583588
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,16,256,0.0010990000000000002,1029.8977444171906
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,16,128,0.001111,1037.53808426857
 , ,32,4,64,0.0009385,1044.8318331241608
 , ,80,16,20,8.65e-05,1057.1816430091858
 , ,32,100,4,7.2e-05,1064.7583501338959
 , ,96,16,256,0.0010990000000000002,1071.9825880527496
#pragma clang loop(j2) pack array(data) allocate(malloc), ,64,4,64,0.0011725,1080.3000457286835
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,50,80,0.0009584999999999999,1087.765701532364
 , ,20,8,32,0.0007160000000000001,1095.2770249843597
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,50,8,0.000389,1102.8953375816345
 , ,96,20,4,5.7e-05,1110.7414331436157
#pragma clang loop(j2) pack array(data) allocate(malloc), ,96,2048,256,0.0012725,1117.3185312747955
#pragma clang loop(j2) pack array(data) allocate(malloc), ,4,128,8,0.0005549999999999999,1126.4263882637024
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,20,100,0.0010835,1133.5157372951508
 , ,16,2048,32,0.000697,1140.4658460617065
#pragma clang loop(j2) pack array(data) allocate(malloc), ,100,50,50,0.0011255,1148.2432601451874
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,50,128,0.0011045,1155.1858067512512
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,64,16,0.0005629999999999999,1165.51953458786
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,2048,20,0.0002145,1174.2775452136993
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,16,32,0.000743,1182.010047674179
 , ,100,8,256,0.0010630000000000001,1188.477555513382
 , ,80,100,4,5.7e-05,1196.3824281692505
#pragma clang loop(j2) pack array(data) allocate(malloc), ,20,100,80,0.001199,1203.827692747116
#pragma clang loop(j2) pack array(data) allocate(malloc), ,128,8,64,0.001152,1211.672042608261
 , ,50,100,8,0.0003375,1218.9986128807068
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,16,16,0.0005059999999999999,1226.4734272956848
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,64,128,0.0010915,1235.4735071659088
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,2048,100,0.001095,1242.7160141468048
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,50,8,0.0003865,1250.3426842689514
 , ,96,8,50,0.000909,1257.2120535373688
 , ,8,4,16,0.0005075,1264.7774493694305
 , ,20,16,64,0.0009345,1272.0333166122437
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,64,100,0.0011175,1280.2056045532227
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,2048,50,0.000907,1287.0432176589966
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,32,32,0.0008014999999999999,1295.4125514030457
 , ,20,8,100,0.0010915,1303.0024178028107
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,16,4,0.0001585,1310.4100496768951
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,8,16,0.000596,1319.4775159358978
#pragma clang loop(j2) pack array(data) allocate(malloc), ,80,4,256,0.0013059999999999999,1327.0419108867645
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,16,256,0.0011029999999999998,1334.7016339302063
 , ,32,100,32,0.000694,1341.7025485038757
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,100,80,0.000976,1349.4016358852386
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64,32,50,0.0009469999999999999,1357.932915687561
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,100,8,0.00035099999999999997,1365.8097615242004
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,64,128,0.0011115,1374.8174266815186
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,4,8,0.0004015,1383.9429609775543
 , ,4,8,64,0.0009055000000000001,1392.8335766792297
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,80,20,0.00021500000000000002,1402.1137323379517
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64,32,128,0.001127,1410.3108134269714
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,16,50,0.0010005,1418.709834098816
#pragma clang loop(j2) pack array(data) allocate(malloc), ,50,100,16,0.0007505000000000001,1426.9469537734985
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,80,16,0.0004985,1434.0377833843231
 , ,96,128,100,0.001108,1440.325926542282
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,128,50,0.000908,1447.0238745212555
 , ,50,8,32,0.000707,1455.129447221756
 , ,96,16,4,5.85e-05,1462.9516372680664
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,64,100,0.0010915,1472.0074059963226
#pragma clang loop(j2) pack array(data) allocate(malloc), ,32,2048,100,0.001251,1479.585235118866
 , ,20,100,16,0.00047650000000000004,1486.459719657898
#pragma clang loop(j2) pack array(data) allocate(malloc), ,4,100,20,0.0002975,1496.274367570877
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,20,20,0.00023050000000000002,1507.0094935894012
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,4,50,0.0009475,1516.0193808078766
 , ,16,4,100,0.001104,1522.6825444698334
#pragma clang loop(j2) pack array(data) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,128,20,0.0002145,1532.1473832130432
#pragma clang loop(j2) pack array(data) allocate(malloc), ,8,80,64,0.001153,1539.7021067142487
 , ,100,100,80,0.000937,1546.266991853714
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,32,100,0.0011135,1553.6146433353424
#pragma clang loop(j2) pack array(data) allocate(malloc), ,32,8,8,0.0005675,1561.8564307689667
 , ,20,80,80,0.0009525,1569.1249117851257
 , ,4,64,80,0.00095,1577.9831297397614
