p1,p2,p3,p4,p5,objective,elapsed_sec
#pragma clang loop(j2) pack array(path) allocate(malloc), ,128,20,128,0.0909885,506.1561450958252
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,50,100,0.0911855,511.4064853191376
#pragma clang loop(j2) pack array(path) allocate(malloc), ,32,50,128,0.090925,516.5283699035645
#pragma clang loop(j2) pack array(path) allocate(malloc), ,4,80,64,0.09134600000000001,521.6766617298126
#pragma clang loop(j2) pack array(path) allocate(malloc), ,96,80,64,0.0910635,526.8251872062683
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,20,80,0.091086,532.2376074790955
#pragma clang loop(j2) pack array(path) allocate(malloc), ,100,80,256,0.0910945,537.3492846488953
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,2048,20,0.0912855,542.696569442749
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,8,50,0.091088,547.790566444397
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,50,16,0.09485750000000001,553.0087909698486
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,100,16,0.091009,558.0873787403107
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,8,80,0.090895,563.3281321525574
 , ,8,4,128,0.0910405,568.4006659984589
 , ,128,64,8,0.091042,573.7496795654297
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,16,4,0.0910215,578.8210444450378
#pragma clang loop(j2) pack array(path) allocate(malloc), ,128,32,50,0.0909475,583.9312193393707
#pragma clang loop(j2) pack array(path) allocate(malloc), ,8,2048,128,0.0908985,589.0134949684143
#pragma clang loop(j2) pack array(path) allocate(malloc), ,80,32,80,0.091087,594.1312272548676
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,64,32,0.0909395,599.3991203308105
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,128,100,0.090921,604.543948173523
 , ,80,80,32,0.09116199999999999,609.6251957416534
#pragma clang loop(j2) pack array(path) allocate(malloc), ,96,80,4,0.091517,614.840160369873
#pragma clang loop(j2) pack array(path) allocate(malloc), ,100,2048,128,0.09108849999999999,619.8857600688934
 , ,32,2048,20,0.09100649999999999,625.1290047168732
#pragma clang loop(j2) pack array(path) allocate(malloc), ,100,32,80,0.09095249999999999,630.3968031406403
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64,16,4,0.091251,635.4760327339172
#pragma clang loop(j2) pack array(path) allocate(malloc), ,64,32,4,0.0910165,640.5489308834076
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,50,100,0.0909305,645.6479346752167
#pragma clang loop(j2) pack array(path) allocate(malloc), ,8,32,256,0.09098200000000001,650.7610332965851
#pragma clang loop(j2) pack array(path) allocate(malloc), ,16,32,16,0.09098,655.8178446292877
#pragma clang loop(j2) pack array(path) allocate(malloc), ,128,20,256,0.091082,660.9389891624451
 , ,80,128,128,0.090999,666.0522933006287
 , ,4,64,50,0.09095349999999999,671.3099281787872
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,16,256,0.09109249999999999,676.3839612007141
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,16,128,0.09107799999999999,681.5043168067932
 , ,32,4,64,0.091027,686.6087555885315
 , ,80,16,20,0.091052,691.792090177536
 , ,32,100,4,0.0910565,696.8963580131531
 , ,96,16,256,0.090885,701.9771816730499
#pragma clang loop(j2) pack array(path) allocate(malloc), ,64,4,64,0.091002,707.245569229126
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,50,80,0.091009,712.3971118927002
 , ,20,8,32,0.0910055,717.5007464885712
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,50,8,0.09113299999999999,722.6310839653015
 , ,96,20,4,0.0910195,727.701135635376
#pragma clang loop(j2) pack array(path) allocate(malloc), ,96,2048,256,0.09096699999999999,732.8907170295715
#pragma clang loop(j2) pack array(path) allocate(malloc), ,4,128,8,0.09109300000000001,738.1286520957947
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,20,100,0.0911325,743.46439909935
 , ,16,2048,32,0.091027,748.5291078090668
#pragma clang loop(j2) pack array(path) allocate(malloc), ,100,50,50,0.09109600000000001,753.8036909103394
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,50,128,0.090892,758.8972043991089
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,64,16,0.09097949999999999,764.0637922286987
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,2048,20,0.09088199999999999,769.1451773643494
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,16,32,0.091033,774.2690997123718
 , ,100,8,256,0.0908755,779.3691403865814
 , ,80,100,4,0.09107699999999999,784.5022301673889
#pragma clang loop(j2) pack array(path) allocate(malloc), ,20,100,80,0.09117449999999999,789.5691313743591
#pragma clang loop(j2) pack array(path) allocate(malloc), ,128,8,64,0.0911255,794.6698524951935
 , ,50,100,8,0.091079,799.7288393974304
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,16,16,0.090984,804.8886666297913
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,64,128,0.0911495,810.1562178134918
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,2048,100,0.0910295,815.2235231399536
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,50,8,0.09096,820.3257427215576
 , ,96,8,50,0.091061,825.3919022083282
 , ,8,4,16,0.090973,830.4585192203522
 , ,20,16,64,0.090937,835.5416197776794
#pragma clang loop(j2) pack array(path) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,64,100,0.0909615,840.6723535060883
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,2048,50,0.0909595,845.936803817749
