p0,p1,p2,p3,p4,p5,p6,p7,objective,elapsed_sec
192,20, , ,256,4,cores,scatter,0.20234000000000002,51.00005841255188
48,40,#pragma clang loop unrolling full, ,32,128,sockets,compact,0.18881,76.68412327766418
64,200, , ,96,64,cores,compact,0.18247,102.71605825424194
8,64,#pragma clang loop unrolling full,#pragma omp parallel for,128,256,cores,compact,0.37782499999999997,128.83297514915466
96,100,#pragma clang loop unrolling full,#pragma omp parallel for,16,2,threads,balanced,0.190265,155.33992052078247
32,40, ,#pragma omp parallel for,128,16,sockets,compact,0.171975,181.37576961517334
8,20, ,#pragma omp parallel for,256,4,cores,explicit,0.24281999999999998,207.51541423797607
4,200, , ,256,8,sockets,compact,0.69571,239.6071972846985
48,64,#pragma clang loop unrolling full, ,96,256,sockets,scatter,0.17193,266.20320439338684
256,160,#pragma clang loop unrolling full, ,96,64,sockets,disabled,0.20725,294.3550100326538
4,160, , ,96,8,sockets,compact,0.6932750000000001,326.54599118232727
64,20,#pragma clang loop unrolling full, ,96,64,threads,none,0.18296,353.1873724460602
48,80, , ,96,64,sockets,disabled,0.17588,379.7666013240814
96,200, , ,96,64,sockets,compact,0.18568,407.90568947792053
192,128, , ,96,64,sockets,explicit,0.215945,436.1365616321564
128,200, , ,96,64,sockets,explicit,0.20171,464.28831458091736
48,20, , ,96,16,sockets,compact,0.17350500000000002,490.96944665908813
48,40, , ,96,256,sockets,compact,0.18502000000000002,517.7531442642212
256,200,#pragma clang loop unrolling full, ,96,32,sockets,compact,0.222875,545.945797920227
48,40, , ,96,4,sockets,none,0.173545,572.401445388794
48,20, , ,96,32,sockets,scatter,0.17157499999999998,599.0314736366272
48,64, , ,96,96,sockets,compact,0.18393500000000002,627.3033351898193
48,200, , ,256,96,threads,compact,0.177195,655.4917683601379
48,200, , ,96,32,sockets,balanced,0.173885,683.6755454540253
48,100, , ,256,4,sockets,balanced,0.182035,710.2469220161438
48,200, ,#pragma omp parallel for,96,128,sockets,scatter,0.179785,736.5318553447723
48,128, , ,256,8,sockets,scatter,0.176615,764.7445161342621
48,160, , ,256,8,sockets,none,0.18377,791.4520251750946
48,160, , ,96,128,sockets,none,0.18009,818.2317626476288
48,200, , ,96,2,sockets,disabled,0.175605,846.516674041748
