p0,p1,p2,p3,p4,p5,objective,predicted,elapsed_sec
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,50,20,36.4913265,1.5700184059997149,341.01127886772156
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,8,128,22.558335,1.5834453156631623,554.9984750747681
 , , ,16,64,256,14.564191000000001,1.6005554142463798,696.3790254592896
 , , ,50,128,32,31.688102999999998,1.6043792767260192,993.5429248809814
 , , ,100,2048,256,14.546126999999998,1.6099966546753108,1134.3065836429596
 , , ,100,16,32,29.010711,1.6105757277552142,1405.414662361145
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,128,16,48.1500475,1.6140719257971772,1851.5187125205994
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,20,8,40.175024,1.6165400880651206,2225.2468762397766
 , , ,96,128,256,14.881658000000002,1.6175580208472413,2370.4350476264954
 , , ,20,100,256,14.6046865,1.618013106164794,2511.929993391037
 , , ,100,16,20,30.707932999999997,1.6180262396952088,2799.374191045761
 , , ,50,8,8,35.4196065,1.6181781472147962,3132.2146546840668
 , , ,128,32,256,14.923792,1.6188911608520304,3277.7824029922485
 , , ,128,2048,50,47.550705,1.6189091547440702,3717.146443128586
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,100,256,16.356979000000003,1.6203763707640528,3874.358656167984
 , , ,16,16,32,28.114009000000003,1.6206269398971949,4138.962473869324
 , , ,128,100,20,41.023318,1.6206373234896436,4519.242183685303
 , , ,32,8,256,14.971338,1.621123616713009,4663.254914999008
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,100,256,15.5018785,1.621343236465695,4812.678440093994
 , , ,100,64,32,33.537486,1.6213783219456919,5127.398346662521
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,50,8,40.1249055,1.62139815276083,5499.507031679153
 , , ,96,100,8,38.6905905,1.6217205886374515,5858.042750835419
 , , ,4,16,256,14.621224,1.621754085338282,5999.486597299576
 , , ,100,100,80,40.2269505,1.621947228814882,6373.434735298157
 , , ,16,128,50,32.260491,1.6219553719769342,6676.643028497696
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,80,20,38.7704,1.621993970371728,7037.662028551102
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,100,80,40.3668315,1.622044988981091,7413.622500658035
 , , ,64,20,256,14.700891500000001,1.6221895871347567,7556.5265028476715
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,8,256,15.8009565,1.6222422618305177,7708.662533283234
 , , ,64,100,80,36.1630035,1.622485687008665,8045.38690328598
