p0,p1,p2,p3,p4,p5,objective,predicted,elapsed_sec
 , , ,32,128,16,32.3871415,1.521073598216032,303.41374683380127
 , , ,20,50,256,14.667237,1.5849353079451252,445.72108697891235
 , , ,4,100,128,22.628179,1.5930700119226886,659.2333607673645
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,128,256,16.955467499999997,1.5990484129395266,821.8413140773773
 , , ,16,8,256,14.835393,1.6044748862076745,965.3933928012848
 , , ,128,100,256,14.898225,1.6047177947421865,1110.021936416626
 , , ,16,32,20,31.288454,1.6049573164305977,1401.8289442062378
 , , ,32,128,50,33.6180815,1.6080275547520178,1716.7536730766296
 , , ,128,80,8,38.7240345,1.6086384940155551,2078.961720228195
 , , ,100,100,32,43.231786,1.6089220736966747,2480.8815417289734
 , , ,128,80,20,34.8086755,1.6089811236839662,2805.2969393730164
 , , ,32,32,20,31.2138455,1.609875391509811,3098.3008801937103
 , , ,100,8,20,30.9780155,1.6124649561133626,3388.4050538539886
 , , ,128,32,256,15.001308,1.6128994297698414,3533.8570482730865
 , , ,100,100,128,31.182513,1.6144669097386142,3826.0332255363464
 , , ,50,128,32,31.7223915,1.616005748480813,4123.360986232758
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,128,256,15.999816,1.6173042292096198,4278.716559410095
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,100,256,17.2538585,1.6175222870508834,4443.976832866669
 , , ,100,32,256,14.891328,1.6185181669540134,4588.193013906479
 , , ,128,2048,16,46.061991000000006,1.620325167883864,5014.076761484146
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,128,16,40.070242,1.6204600767284636,5385.549563169479
 , , ,100,64,256,15.091574999999999,1.6207360472493306,5532.088721036911
 , , ,4,80,50,31.4175045,1.6207988782413725,5827.196922779083
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,64,256,16.660087,1.6209837424563818,5987.360496520996
 , , ,16,128,100,29.488214,1.6210565960913845,6263.689206838608
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,80,256,15.9049035,1.621911504732898,6417.380785942078
 , , ,50,32,80,29.521691,1.6219748323062704,6693.137030363083
 , , ,128,100,128,31.0067295,1.6220821223236155,6982.785096883774
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,50,80,33.8098215,1.6220878590419259,7300.293090581894
 , , ,128,100,80,40.019703,1.6223361871028665,7671.781297445297
