p0,p1,p2,p3,p4,p5,objective,predicted,elapsed_sec
 , , ,4,16,64,0.0018175,0.00026627539588579014,12.590428113937378
 , , ,4,16,100,0.0017185,0.0007010583132773891,26.108875513076782
 , , ,8,64,4,0.002516,0.0007340762525259696,37.1600079536438
 , , ,32,128,32,0.0017005,0.0009857874466782832,46.948859214782715
 , , ,16,32,64,0.0016705000000000001,0.001263696151200415,56.80378723144531
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,32,20,0.0018025,0.0014193455049744904,68.40463972091675
 , , ,4,80,64,0.001657,0.0018882459132587674,80.60163259506226
 , , ,96,64,64,0.0016615,0.0019276963540349685,93.43978810310364
 , , ,128,100,100,0.001633,0.0019581346338041834,104.2812397480011
 , , ,16,128,100,0.0017725,0.002304372708830995,114.65238666534424
 , , ,128,50,16,0.001914,0.0023871070425338418,124.50325345993042
 , , ,4,32,256,0.0017355,0.0024802754026722797,134.85210132598877
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,32,80,0.0017699999999999999,0.002493898322175647,144.97160959243774
 , , ,128,16,64,0.001621,0.002730639830834612,154.85548377037048
 , , ,100,8,4,0.002451,0.003178038794039041,166.07674407958984
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,128,16,0.0018435,0.0032172641892103033,178.43571424484253
 , , ,128,32,100,0.0015985,0.0037942643736588056,190.19945454597473
 , , ,4,100,100,0.0017265000000000002,0.0038796818193489965,204.15562200546265
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,50,64,0.001471,0.004573488634059551,215.968496799469
 , , ,4,100,4,0.0022685,0.004603066743712178,227.17064023017883
 , , ,16,128,64,0.0017115,0.004667961162370091,237.27759552001953
 , , ,16,64,256,0.0016654999999999999,0.004681286912145078,247.0641794204712
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,128,4,0.002236,0.005935157165359729,258.5004234313965
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,100,100,0.001791,0.006487559759087784,269.24747467041016
 , , ,4,50,100,0.0017269999999999998,0.006907831075656326,280.08835315704346
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,8,256,0.0017085,0.008226811772448193,291.9595727920532
 , , ,50,8,50,0.0017285,0.008772387818263196,302.1796100139618
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,16,20,0.0018175,0.008834991769393459,312.6516351699829
 , , ,32,8,16,0.00191,0.009150998445390917,322.564489364624
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,4,0.0023115,0.0097999253606695,333.34602093696594
