p1,p2,p3,p4,p5,objective,predicted,elapsed_sec
 , ,64,2048,4,0.1656185,0.008939443405424765,13.010338306427002
 , ,20,128,4,0.2125805,0.010899791712674634,22.387598991394043
 , ,64,100,4,0.2098635,0.01186917847454313,32.476933002471924
 , ,80,20,4,0.2052575,0.01286708873964646,42.15215039253235
 , ,96,2048,4,0.16643550000000001,0.012967405209715276,51.6285982131958
 , ,100,128,4,0.21382400000000001,0.013148672595488508,61.44333529472351
 , ,16,64,4,0.2168175,0.015849689043913377,70.9429087638855
 , ,80,128,4,0.211654,0.018263750588985855,80.74776339530945
 , ,80,64,4,0.21734900000000001,0.018328545713685994,91.75042152404785
 , ,50,128,4,0.260087,0.018648944305718524,103.10122919082642
 , ,80,2048,4,0.159017,0.018874987342612698,111.39633917808533
 , ,50,2048,4,0.1655105,0.01934775547586855,119.96760892868042
 , ,50,64,4,0.2182915,0.02044738525517596,129.69956517219543
 , ,32,50,4,0.211266,0.022415873643096947,139.27257800102234
 , ,128,20,4,0.2154045,0.022494662081490584,149.80523419380188
 , ,8,100,4,0.208647,0.02332297905290834,159.96683597564697
 , ,100,4,4,0.238092,0.024253631411612388,169.5046374797821
 , ,80,80,4,0.2164585,0.02618301238017196,179.0245361328125
 , ,100,16,4,0.218835,0.027074394417469956,189.63604021072388
 , ,20,64,4,0.21368949999999998,0.027206049601569273,198.97277855873108
 , ,80,32,4,0.223148,0.02845884769246522,208.911856174469
 , ,100,32,4,0.22472999999999999,0.02864071140157963,218.82760453224182
 , ,50,16,4,0.2167595,0.02928302603777505,229.7925910949707
 , ,16,50,4,0.212237,0.02952583827377268,240.5037682056427
 , ,128,32,4,0.2119665,0.029577475108523363,249.90283107757568
 , ,64,80,4,0.210725,0.03048464822959567,260.30097699165344
 , ,16,32,4,0.21506550000000002,0.030881310378218632,270.512690782547
 , ,50,100,4,0.2140975,0.031007414078520583,280.82480335235596
 , ,20,100,4,0.2128075,0.03134674833718382,290.075368642807
 , ,20,32,4,0.227868,0.03143746733933879,299.69579339027405
