p0,p1,p2,p3,p4,p5,p6,p7,objective,predicted,elapsed_sec
48,10, , ,16,8,sockets,scatter,0.8497049999999999,0.173161773652771,31.718425273895264
48,20, ,#pragma omp parallel for,4,128,cores,none,0.865155,0.2115880487651569,63.06265163421631
48,20,#pragma clang loop unrolling full,#pragma omp parallel for,64,256,cores,balanced,0.856545,0.21474210480051362,93.97436761856079
32,20, ,#pragma omp parallel for,4,8,cores,scatter,0.8494649999999999,0.2336431426387116,123.98644924163818
48,100, , ,64,2,cores,explicit,0.8635200000000001,0.23907361833872706,154.99425053596497
32,100, ,#pragma omp parallel for,64,32,cores,balanced,0.84939,0.24922324866025455,184.9541370868683
48,20, , ,2,8,cores,balanced,0.862925,0.25022026272778347,215.77847242355347
48,20,#pragma clang loop unrolling full,#pragma omp parallel for,16,96,threads,balanced,0.865705,0.25588408978824906,246.5499303340912
48,40, ,#pragma omp parallel for,64,8,threads,balanced,0.86256,0.2702196004989098,277.0102152824402
48,64, , ,96,2,threads,scatter,0.86368,0.2810454096476012,308.2022981643677
48,100, , ,16,128,cores,balanced,0.85694,0.2994279663226127,339.18218755722046
48,128, , ,2,8,sockets,scatter,0.85568,0.3129684059996539,370.7739896774292
48,128, , ,64,2,threads,none,0.8547199999999999,0.34446470565336373,402.286376953125
48,100, , ,2,8,sockets,none,0.8623149999999999,0.3527005282538507,433.34236764907837
48,64, ,#pragma omp parallel for,16,2,sockets,none,0.86161,0.3537422910577964,464.3503761291504
32,20, , ,16,2,threads,balanced,0.840965,0.35830405332905985,495.2145574092865
32,20, ,#pragma omp parallel for,64,2,sockets,disabled,0.8482700000000001,0.3754043266107477,525.7427470684052
48,128, , ,96,8,sockets,scatter,0.85434,0.3808805531157099,557.0780456066132
48,100,#pragma clang loop unrolling full, ,96,2,sockets,balanced,0.8606849999999999,0.3842259456204455,588.4143879413605
48,20, , ,96,96,cores,compact,0.8542000000000001,0.3950473115232685,619.3301601409912
48,100, , ,128,8,threads,none,0.862395,0.4178954020038364,650.2181825637817
48,20, ,#pragma omp parallel for,64,64,cores,explicit,0.86378,0.44896837677926515,681.3702366352081
48,64, , ,16,96,cores,explicit,0.86558,0.4509085381997534,712.817779302597
48,64, , ,2,96,cores,compact,0.85461,0.451002849566875,743.650114774704
48,128, , ,256,8,threads,scatter,0.8670899999999999,0.4669984179828114,775.4462339878082
32,20, , ,16,128,cores,none,0.8420449999999999,0.48183122508342835,807.0302410125732
32,160,#pragma clang loop unrolling full, ,16,96,cores,explicit,0.844765,0.4881724035274825,839.078177690506
48,20,#pragma clang loop unrolling full, ,64,8,sockets,balanced,0.865795,0.5042850519306294,870.4307086467743
48,64, ,#pragma omp parallel for,256,64,cores,none,0.86624,0.5233722899180379,901.0619986057281
32,100, , ,96,128,sockets,compact,0.840095,0.551576437620827,932.3103017807007
