p0,p1,p2,p3,p4,p5,p6,p7,objective,predicted,elapsed_sec
16,100, ,#pragma omp parallel for,32,8,cores,none,3.44539,6505.796667870556,57.7812180519104
32,20,#pragma clang loop unrolling full,#pragma omp parallel for,32,256,sockets,scatter,3.386055,9451.18070845019,111.52940964698792
32,20,#pragma clang loop unrolling full,#pragma omp parallel for,2,4,sockets,balanced,3.405535,54047.16481716407,165.27732253074646
16,20,#pragma clang loop unrolling full,#pragma omp parallel for,256,128,threads,balanced,3.45695,64649.87019713626,219.41333317756653
16,40,#pragma clang loop unrolling full,#pragma omp parallel for,64,64,threads,balanced,3.45294,66811.23267456364,273.4974865913391
32,100, ,#pragma omp parallel for,64,8,threads,balanced,3.374455,73639.97022992547,327.10570096969604
32,200,#pragma clang loop unrolling full,#pragma omp parallel for,256,16,sockets,balanced,3.393005,83121.96129920466,381.5171709060669
32,64, , ,16,64,cores,none,3.4578800000000003,110540.79205518079,436.0854060649872
16,10, ,#pragma omp parallel for,64,2,cores,none,3.489915,128073.34590952462,490.3337388038635
32,100, ,#pragma omp parallel for,96,96,sockets,balanced,3.4839700000000002,139037.2100036091,544.1214919090271
32,20,#pragma clang loop unrolling full,#pragma omp parallel for,16,4,sockets,explicit,3.3827800000000003,170034.0904925711,597.737468957901
48,100, ,#pragma omp parallel for,96,128,sockets,none,3.40516,183372.58913346965,652.2327897548676
16,40, , ,4,128,cores,explicit,3.413735,240334.32560449064,707.2372188568115
16,128,#pragma clang loop unrolling full,#pragma omp parallel for,64,64,cores,none,3.4649400000000004,288176.1158270406,761.4170382022858
32,64, ,#pragma omp parallel for,16,8,cores,none,3.408585,304509.21285785374,815.8133864402771
16,40, , ,64,64,cores,disabled,3.44257,394062.25542115985,870.60972905159
32,64, ,#pragma omp parallel for,16,128,sockets,scatter,3.40456,500961.8428836485,924.5014300346375
32,20, , ,64,128,sockets,balanced,3.4606,515667.56034762406,979.0373384952545
32,20, , ,16,16,threads,explicit,3.44695,537272.7432214523,1033.4296991825104
32,40, ,#pragma omp parallel for,16,64,cores,balanced,3.388485,554284.7056922556,1086.64106631279
32,160, , ,64,128,sockets,compact,3.375115,557493.3434179169,1140.5569870471954
32,64, ,#pragma omp parallel for,8,2,cores,balanced,3.3968100000000003,569906.982577444,1193.9057042598724
48,100,#pragma clang loop unrolling full,#pragma omp parallel for,64,64,threads,disabled,3.42542,748598.344460338,1248.2332227230072
32,128, , ,2,128,cores,balanced,3.3596000000000004,820560.8472374661,1302.4456222057343
32,160, , ,4,32,cores,none,3.361965,842127.6503856841,1356.6129202842712
32,128, ,#pragma omp parallel for,64,8,cores,none,3.3899150000000002,856053.6043134753,1410.329389333725
32,100, , ,16,96,cores,explicit,3.360335,899750.8275635805,1464.6413886547089
32,40,#pragma clang loop unrolling full, ,96,8,cores,none,3.3609099999999996,935008.0836227785,1518.7014424800873
32,20, , ,2,96,sockets,none,3.3714950000000004,1027346.9299494335,1572.6295249462128
32,20, , ,16,8,sockets,balanced,3.3741849999999998,1032836.5627952708,1626.4934182167053
