p0,p1,p2,p3,p4,p5,p6,p7,p8,objective,predicted,elapsed_sec
32,800, , ,64,16,160,balanced,cores,9.411565,1499.9450356269956,113.40620136260986
48,100, , ,8,32,20,disabled,sockets,9.497805,1702.705399103708,227.76687598228455
48,100, , ,4,256,20,disabled,threads,9.43075,1746.2104600809716,346.13801097869873
48,100,#pragma clang loop unrolling full,#pragma omp parallel for,8,32,64,balanced,sockets,9.417465,1759.892763886535,466.16292691230774
64,100, , ,128,16,128,disabled,sockets,9.487455,1773.223599000996,584.858954668045
48,1280, ,#pragma omp parallel for,256,8,160,disabled,sockets,9.45768,1851.2629205446601,701.9223566055298
32,100,#pragma clang loop unrolling full, ,2,128,64,disabled,sockets,9.426675,1901.6423533319223,813.1542751789093
64,100, , ,8,256,200,explicit,sockets,9.368120000000001,1920.0834168774431,923.9861733913422
48,1280,#pragma clang loop unrolling full, ,96,2,128,disabled,sockets,9.456990000000001,1928.490068139042,1036.3821268081665
48,100,#pragma clang loop unrolling full, ,32,64,10,disabled,sockets,9.362964999999999,1932.6563856083187,1150.7826080322266
48,100,#pragma clang loop unrolling full, ,32,4,64,disabled,sockets,9.451045,1932.9763679605414,1264.6221432685852
48,100, , ,256,256,160,balanced,cores,9.423010000000001,1935.8122559434341,1379.5585005283356
48,100, , ,96,256,200,disabled,sockets,9.465765000000001,1950.053811077703,1496.0585210323334
48,100, , ,128,32,128,disabled,sockets,9.388785,1953.9687688168265,1609.6220138072968
64,100,#pragma clang loop unrolling full, ,256,64,80,explicit,threads,9.47631,1964.818488281386,1726.39484000206
48,100, ,#pragma omp parallel for,128,4,160,disabled,threads,9.445364999999999,2002.504891755846,1842.9751505851746
32,100, , ,128,2,160,compact,cores,9.486485,2037.4312411232413,1951.9182920455933
48,100,#pragma clang loop unrolling full,#pragma omp parallel for,2,64,20,disabled,sockets,9.424995,2047.8514416161395,2064.114313364029
48,100, ,#pragma omp parallel for,2,64,200,compact,sockets,9.486664999999999,2105.30865888932,2177.8994450569153
32,100, ,#pragma omp parallel for,128,8,20,disabled,sockets,9.361705,2110.0983268293808,2295.538456916809
64,100, , ,64,64,64,disabled,threads,9.449760000000001,2125.1138669586185,2408.6384556293488
32,100, , ,96,4,128,disabled,cores,9.3493,2126.488744273118,2521.3415200710297
64,100, ,#pragma omp parallel for,8,32,200,disabled,threads,9.384605,2133.866459071478,2636.6460831165314
48,100,#pragma clang loop unrolling full,#pragma omp parallel for,4,4,128,compact,threads,9.506095,2137.478136361518,2748.4706268310547
64,100, , ,256,64,10,disabled,sockets,9.35857,2144.1289375561073,2859.4181978702545
64,100, , ,2,64,10,none,sockets,9.40599,2177.966965119824,2977.094207048416
32,100, , ,128,64,160,disabled,cores,9.42069,2180.573922238511,3087.734189748764
48,100, , ,2,64,128,disabled,threads,9.46182,2192.4527132570643,3199.406245470047
64,100,#pragma clang loop unrolling full, ,96,4,20,disabled,sockets,9.427885,2201.980153774879,3314.5023517608643
32,100, ,#pragma omp parallel for,8,4,64,disabled,sockets,9.430775,2202.1683972354945,3429.9263174533844
