p0,p1,p2,p3,p4,p5,p6,p7,p8,objective,elapsed_sec
5,160,#pragma clang unrolling full,#pragma omp parallel for,16,32,200,compact,sockets,6.950679540634155,75.65916633605957
6,80, ,#pragma omp parallel for,2,8,160,compact,sockets,6.587198257446289,131.82272696495056
8,40,#pragma clang unrolling full, ,32,96,64,scatter,threads,6.920042037963867,192.06897139549255
4,64,#pragma clang unrolling full,#pragma omp parallel for,256,2,80,scatter,cores,6.131709337234497,247.6582362651825
7,200, ,#pragma omp parallel for,96,96,40,compact,threads,7.171794414520264,307.86650943756104
5,160, , ,64,2,20,scatter,sockets,6.857362270355225,370.0738687515259
4,200,#pragma clang unrolling full, ,128,2,80,balanced,sockets,6.056160926818848,430.3586211204529
4,100, , ,64,2,40,scatter,cores,6.108970403671265,490.6188476085663
4,200, , ,8,2,10,scatter,threads,6.015967130661011,550.8855290412903
4,200,#pragma clang unrolling full, ,2,2,160,compact,cores,6.100811004638672,611.1606216430664
4,200, ,#pragma omp parallel for,8,2,64,compact,threads,6.240708589553833,667.8339338302612
4,200,#pragma clang unrolling full,#pragma omp parallel for,256,2,20,scatter,threads,6.168071985244751,724.5341775417328
4,200,#pragma clang unrolling full,#pragma omp parallel for,4,256,80,compact,sockets,6.148007392883301,780.9726495742798
4,10, , ,32,64,64,compact,threads,6.10065221786499,841.3097672462463
4,200, , ,128,4,40,balanced,sockets,6.1955649852752686,901.6372408866882
4,20,#pragma clang unrolling full, ,8,16,80,scatter,threads,6.068980932235718,961.9457771778107
4,40, , ,256,128,40,compact,threads,6.051725149154663,1022.2575829029083
4,40, , ,4,4,40,scatter,sockets,6.00407600402832,1082.6405675411224
4,100, , ,4,8,64,scatter,threads,6.021005868911743,1142.9965176582336
4,40,#pragma clang unrolling full, ,8,32,64,scatter,threads,5.948431491851807,1201.8739576339722
4,40,#pragma clang unrolling full, ,96,32,20,scatter,threads,6.120023012161255,1262.6592299938202
4,40, , ,8,16,64,scatter,sockets,6.002892017364502,1322.9937160015106
4,40,#pragma clang unrolling full, ,128,4,64,scatter,sockets,6.03879189491272,1383.346257686615
4,40,#pragma clang unrolling full, ,8,16,64,compact,sockets,6.020124912261963,1443.8029155731201
4,40,#pragma clang unrolling full, ,4,16,64,scatter,sockets,6.030933856964111,1504.1606752872467
4,40,#pragma clang unrolling full,#pragma omp parallel for,16,4,64,scatter,threads,6.248001337051392,1560.876570224762
4,64,#pragma clang unrolling full, ,8,64,64,scatter,sockets,6.03204345703125,1621.2496991157532
4,64,#pragma clang unrolling full, ,8,4,64,compact,threads,6.104260444641113,1681.8354761600494
4,40,#pragma clang unrolling full,#pragma omp parallel for,8,96,40,compact,sockets,6.119069576263428,1738.6341772079468
4,64, , ,256,8,64,scatter,sockets,6.017670392990112,1799.02867603302
