p0,p1,p2,p3,p4,p5,p6,p7,p8,objective,elapsed_sec
5,160,#pragma clang unrolling full,#pragma omp parallel for,16,32,200,compact,sockets,1.9230461120605469,61.56419134140015
6,80, ,#pragma omp parallel for,2,8,160,compact,sockets,1.953185796737671,103.93269038200378
8,40,#pragma clang unrolling full, ,32,96,64,scatter,threads,2.205264091491699,149.76839685440063
4,64,#pragma clang unrolling full,#pragma omp parallel for,256,2,80,scatter,cores,1.5997955799102783,191.56104159355164
7,200, ,#pragma omp parallel for,96,96,40,compact,threads,2.0967438220977783,235.79305934906006
5,160, , ,64,2,20,scatter,sockets,1.9880156517028809,284.02789211273193
4,160,#pragma clang unrolling full,#pragma omp parallel for,256,128,160,compact,threads,1.6049976348876953,328.30813360214233
4,160,#pragma clang unrolling full,#pragma omp parallel for,128,8,80,balanced,cores,1.756507396697998,372.5373659133911
4,160,#pragma clang unrolling full,#pragma omp parallel for,256,16,64,scatter,threads,1.7550561428070068,416.7708797454834
4,160,#pragma clang unrolling full, ,256,64,40,compact,threads,1.7367472648620605,463.01473808288574
4,10,#pragma clang unrolling full, ,256,32,80,compact,threads,1.6432693004608154,509.329731464386
4,80,#pragma clang unrolling full,#pragma omp parallel for,256,128,128,scatter,threads,1.7924106121063232,553.6002459526062
4,160, ,#pragma omp parallel for,16,2,80,compact,threads,1.601034164428711,597.8460214138031
4,64,#pragma clang unrolling full, ,64,64,80,compact,sockets,1.5815095901489258,644.1010372638702
4,64,#pragma clang unrolling full, ,8,32,80,compact,sockets,1.7728195190429688,690.3807418346405
4,64,#pragma clang unrolling full,#pragma omp parallel for,32,2,80,compact,sockets,1.7609901428222656,734.6576101779938
4,64,#pragma clang unrolling full, ,8,2,64,compact,threads,1.6406550407409668,780.9306843280792
4,80, , ,4,2,64,scatter,threads,1.567889928817749,827.2708003520966
4,64, , ,4,2,100,balanced,threads,1.5885601043701172,873.6732926368713
4,64, , ,128,2,10,scatter,threads,1.7101550102233887,919.9752218723297
4,80, , ,8,2,40,scatter,threads,1.5926342010498047,966.2821998596191
4,40, , ,128,2,64,compact,sockets,1.5881941318511963,1012.820859670639
4,10, , ,2,256,64,scatter,sockets,1.568725347518921,1059.1292538642883
4,80, , ,4,128,64,scatter,threads,1.732114315032959,1107.4616119861603
4,128, , ,4,4,64,compact,sockets,1.7550523281097412,1155.8479340076447
4,80, ,#pragma omp parallel for,128,2,160,compact,sockets,1.735105276107788,1200.1715550422668
4,10,#pragma clang unrolling full, ,2,2,64,scatter,threads,1.6794002056121826,1246.6216292381287
4,20, ,#pragma omp parallel for,2,2,64,balanced,threads,1.6281640529632568,1290.9516599178314
4,40, , ,8,32,64,scatter,sockets,1.721114158630371,1337.5120301246643
4,40, , ,8,2,40,balanced,threads,1.6339139938354492,1383.8425152301788
