p0,p1,p2,p3,p4,p5,p6,p7,p8,objective,predicted,elapsed_sec
4,200, , ,96,32,64,balanced,sockets,16.502889394760132,6.985683961070376,91.36199808120728
4,200, , ,8,128,10,balanced,threads,17.829583168029785,7.430205535414188,184.6948525905609
4,80, , ,2,256,128,balanced,threads,18.03094983100891,7.626701610565466,282.25214171409607
4,40, , ,96,128,20,balanced,threads,18.18236994743347,7.780493100803417,381.4218661785126
4,64, , ,8,96,20,compact,sockets,17.7197847366333,7.785300709987286,478.4521951675415
5,80,#pragma clang unrolling full, ,256,96,80,balanced,sockets,19.524089097976685,8.12282242553054,580.6069467067719
4,10,#pragma clang unrolling full, ,8,2,64,balanced,threads,18.211435556411743,8.779132052178083,678.0503628253937
4,10, , ,96,96,20,scatter,sockets,17.967087745666504,9.082164682551511,775.758044719696
4,64,#pragma clang unrolling full, ,2,2,20,balanced,cores,18.225931882858276,9.182573489715534,875.0919716358185
4,200, , ,256,64,20,balanced,sockets,17.948056936264038,9.201253265220428,975.462751865387
4,80, , ,96,256,128,balanced,sockets,17.86021375656128,9.34060668404773,1074.0616581439972
4,80, , ,96,256,128,balanced,threads,17.95926022529602,9.353541305793103,1171.107464313507
4,40, , ,32,128,20,balanced,sockets,17.920048713684082,9.389771362770693,1269.7443754673004
4,80,#pragma clang unrolling full, ,96,32,10,compact,threads,17.74489164352417,9.396955338220893,1367.4945228099823
4,40,#pragma clang unrolling full, ,64,96,64,compact,threads,18.048307180404663,10.249385818312376,1469.2059609889984
4,40, , ,8,128,64,balanced,threads,17.85956907272339,10.292251459802152,1565.6043257713318
4,160,#pragma clang unrolling full, ,96,96,64,scatter,sockets,17.73126244544983,10.409077562050845,1663.142959356308
4,80, , ,2,96,40,scatter,threads,17.62860941886902,10.50890193997936,1760.6553013324738
4,40,#pragma clang unrolling full, ,96,8,80,scatter,sockets,17.61330556869507,10.590465523829643,1855.7450170516968
4,20, , ,8,2,80,compact,sockets,16.5676372051239,10.745605519857376,1949.527720451355
4,200, , ,8,128,10,balanced,sockets,16.656067609786987,10.767143392021952,2037.9157319068909
4,80, , ,96,8,128,scatter,threads,16.524522304534912,10.857408867939833,2125.928693294525
4,160,#pragma clang unrolling full, ,2,8,20,compact,sockets,16.472720623016357,10.917867439626201,2213.9926042556763
4,10,#pragma clang unrolling full, ,2,128,64,balanced,sockets,16.509547233581543,11.104472094042507,2301.836045742035
4,40,#pragma clang unrolling full, ,2,256,10,balanced,sockets,16.51294207572937,11.15535322930373,2389.801089286804
4,128,#pragma clang unrolling full, ,64,96,64,compact,sockets,16.524065732955933,11.190509151699516,2478.344815969467
4,64, , ,96,256,10,balanced,threads,16.60407042503357,11.411115423758702,2566.479761123657
4,80, , ,8,16,80,scatter,threads,16.495039463043213,11.562347392805021,2654.8366146087646
5,200, , ,64,2,160,balanced,sockets,18.01810383796692,12.0233319251623,2747.0710802078247
4,200, , ,96,32,128,balanced,sockets,16.72359037399292,12.07666973586679,2835.863671064377
