p0,p1,p2,p3,p4,p5,p6,p7,p8,objective,predicted,elapsed_sec
4,100,#pragma clang unrolling full, ,2,96,80,compact,threads,5.9553022384643555,2.5260914430025574,59.117079734802246
4,80, , ,4,96,20,compact,sockets,6.002899885177612,2.6368899027537647,115.41187953948975
4,80, , ,128,4,128,compact,sockets,6.073452711105347,3.3339330206701723,171.96445202827454
4,20, , ,8,8,20,compact,threads,5.969184160232544,3.4842998075626945,228.19328927993774
4,200,#pragma clang unrolling full, ,2,2,64,balanced,threads,6.013356685638428,3.504636048486244,284.70109963417053
4,200,#pragma clang unrolling full, ,8,96,100,balanced,sockets,6.11573338508606,3.5051026933891785,342.3163585662842
4,128, , ,96,2,128,balanced,threads,5.9885640144348145,3.556610864509791,398.60530376434326
4,40,#pragma clang unrolling full, ,8,128,80,balanced,cores,6.1193623542785645,3.5698479482473378,456.2848381996155
4,200, , ,8,2,80,scatter,sockets,5.992920637130737,3.640284180805202,512.7013459205627
5,200,#pragma clang unrolling full, ,8,96,80,compact,cores,6.837484121322632,3.713059248402138,571.6567208766937
4,10,#pragma clang unrolling full, ,96,96,80,balanced,sockets,6.074932336807251,3.7368491387281524,628.293295621872
4,100,#pragma clang unrolling full, ,2,16,20,compact,threads,6.227576494216919,3.776842205412042,687.8174695968628
4,40, , ,256,32,100,scatter,threads,6.224782466888428,3.8088627180902637,744.9094638824463
4,200, , ,8,96,128,scatter,threads,5.987274646759033,3.8911294452521212,801.1252102851868
4,10, , ,8,32,64,compact,sockets,6.01398777961731,4.0994206980561865,857.5847222805023
4,200, , ,128,256,20,balanced,sockets,6.048511505126953,4.37076937201044,914.0054087638855
4,80,#pragma clang unrolling full, ,256,256,64,scatter,sockets,6.108034372329712,4.411878691661346,970.8255481719971
4,80, , ,8,128,80,balanced,sockets,6.100930690765381,4.414961039490947,1027.2813160419464
4,128, , ,2,256,64,balanced,threads,6.073108911514282,4.445956721283239,1083.9339253902435
4,200, , ,2,16,80,scatter,threads,5.998366117477417,4.475569613947789,1140.2169370651245
4,80,#pragma clang unrolling full, ,128,96,10,balanced,sockets,6.007517099380493,4.4788328232293075,1196.7897572517395
4,40, , ,96,8,80,scatter,cores,5.976834058761597,4.4946017924560415,1253.9263479709625
4,200,#pragma clang unrolling full, ,96,2,10,balanced,sockets,6.072293043136597,4.609313351636736,1310.2937417030334
4,10,#pragma clang unrolling full, ,128,256,80,balanced,threads,6.077433824539185,4.62243173069514,1366.8611543178558
4,64,#pragma clang unrolling full, ,128,256,10,scatter,threads,6.072998523712158,4.799819070891138,1423.3770852088928
4,100,#pragma clang unrolling full, ,8,2,20,compact,sockets,6.0910804271698,4.85127645548725,1480.4061532020569
4,80,#pragma clang unrolling full, ,64,128,64,compact,cores,6.0592570304870605,4.8533955323230975,1537.1731839179993
4,200,#pragma clang unrolling full, ,8,128,40,balanced,sockets,6.067555904388428,4.861337762396504,1593.7570996284485
4,40, , ,4,2,128,scatter,sockets,5.99177360534668,4.861572582177859,1650.1930329799652
4,80, , ,96,128,10,scatter,sockets,6.000275135040283,4.872856675658909,1706.8135497570038
