p0,p1,p2,p3,p4,p5,objective,elapsed_sec
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,100,32,256,0.798662,1006.4670774936676
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,96,2048,8,0.6324069999999999,1015.4327070713043
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,20,4,0.7658670000000001,1025.0375146865845
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,4,50,0.587936,1037.1369593143463
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,100,20,0.4946475,1045.7444870471954
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,2048,32,0.353167,1054.4901213645935
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,50,20,0.4961705,1063.2700610160828
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,2048,4,0.8133895,1073.3345572948456
 , , ,4,20,64,0.6446970000000001,1082.4765133857727
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,32,8,8,1.0035915,1099.0938107967377
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,32,64,4,1.2206929999999998,1111.5173630714417
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,128,16,0.5065385,1121.4587006568909
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,20,80,0.26078650000000003,1131.1245107650757
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,128,32,0.48551,1138.7433152198792
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,80,2048,4,0.7659235,1147.6084117889404
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,100,50,32,0.46878050000000004,1155.6179087162018
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,50,64,0.174419,1163.6854531764984
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,80,32,8,0.5384225,1172.4833068847656
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,4,100,0.6076315,1181.985545873642
 , , ,128,8,50,0.5749854999999999,1191.5286095142365
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,8,2048,4,2.6813305,1207.1161589622498
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,64,16,100,0.868641,1219.9704751968384
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,50,8,0.4426345,1231.0190711021423
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,128,4,0.6524315,1239.086361169815
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,8,32,0.5114325,1248.105474472046
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,50,100,20,0.592596,1257.931887626648
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,96,20,4,1.239301,1270.318899154663
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,2048,256,0.479737,1282.3064124584198
 , , ,100,8,128,0.5698535,1292.3141894340515
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,2048,4,0.7950245,1301.1636531352997
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,80,80,64,0.4517135,1309.4619445800781
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,50,8,0.6020865,1319.2822172641754
 , , ,16,16,80,0.588379,1327.6615149974823
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,32,80,64,0.9176880000000001,1337.620239496231
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,80,16,0.603149,1348.3850843906403
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,32,8,4,0.6455915,1359.411717414856
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,100,50,16,0.6344645,1369.8503465652466
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,128,128,0.483982,1379.0507509708405
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,2048,50,0.582225,1388.1334145069122
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,4,64,20,0.5749075,1397.4858701229095
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,8,4,0.881615,1408.6543757915497
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,80,64,0.5769934999999999,1417.1608831882477
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,2048,64,0.4877655,1425.6029567718506
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,32,32,0.4748655,1436.4194927215576
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,16,4,0.6986140000000001,1445.3379120826721
 , , ,80,16,256,0.642297,1453.925662279129
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,64,64,0.502236,1462.396017074585
 , , ,100,50,50,0.5794165,1470.4964334964752
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,80,64,20,0.4896935,1478.3276207447052
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,80,128,50,0.8179514999999999,1488.3648760318756
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,50,64,8,0.5388189999999999,1496.7588818073273
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64,64,80,0.1708175,1506.478432416916
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,80,100,256,0.9241995000000001,1516.885405778885
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,20,20,20,0.525914,1526.6209125518799
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64,32,20,0.495697,1535.2130432128906
 , , ,128,32,128,0.601022,1543.1723983287811
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,4,4,0.911415,1553.342092514038
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,8,20,0.503698,1563.027651309967
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,32,20,0.498154,1571.3859882354736
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,50,20,80,0.8993605,1582.0207059383392
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,16,4,0.8559285000000001,1593.6638629436493
 , , ,4,64,4,0.7262095,1602.6789288520813
 , , ,64,20,4,0.6796255,1611.1793384552002
 , , ,50,100,256,0.6392435000000001,1619.4743592739105
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,2048,20,0.549517,1628.6461853981018
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,50,128,32,0.8903375,1638.8751924037933
 , , ,128,32,50,0.566025,1647.336091518402
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,8,128,64,0.6290775,1656.7432117462158
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,20,128,0.504697,1666.4036202430725
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,80,100,0.6110895000000001,1676.1690833568573
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,100,16,0.3288565,1686.8004739284515
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,128,8,0.6834560000000001,1696.4343495368958
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,128,64,100,0.492742,1705.1951715946198
 , , ,8,50,8,0.509356,1713.1363198757172
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,4,20,0.537343,1721.976541519165
 , , ,16,128,20,0.685195,1730.6928038597107
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,2048,32,0.519193,1740.090936422348
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,32,16,0.543762,1748.6814532279968
 , , ,8,16,100,0.6081030000000001,1756.712325334549
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,4,50,100,0.6181905000000001,1766.2114295959473
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,4,100,0.5314559999999999,1775.7937512397766
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,50,32,32,0.47197449999999996,1785.4715662002563
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,100,80,0.47625700000000004,1793.7196049690247
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,50,64,80,0.947067,1804.48330950737
 , , ,16,2048,8,0.490177,1812.7848529815674
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,128,128,0.5043115,1821.5323479175568
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,4,8,0.6936735,1830.2660529613495
 , , ,8,16,32,0.589453,1839.9926738739014
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,100,50,64,0.5637555000000001,1849.8196012973785
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,16,50,0.19415100000000002,1860.2595672607422
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,64,8,0.58108,1869.6153433322906
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,20,16,20,0.806926,1879.9315145015717
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,4,128,0.48922299999999996,1889.068653345108
