p0,p1,p2,p3,p4,p5,objective,elapsed_sec
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,128,128,0.0039465,1448.1523361206055
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,4,8,0.004411,1455.741804599762
 , , ,8,16,32,0.0035434999999999998,1462.2358224391937
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,100,50,64,0.0048595,1470.599642753601
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,16,50,0.0017475,1479.572156906128
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,64,8,0.004354,1486.3513185977936
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,20,16,20,0.0077315000000000005,1493.7968709468842
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,4,128,0.0038125,1500.8395972251892
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,80,128,0.004036,1509.8758432865143
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,64,20,0.0037679999999999996,1516.7480974197388
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,8,80,32,0.0042970000000000005,1524.7787413597107
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,64,80,0.005406,1533.3041689395905
 , , ,20,8,32,0.003668,1541.4479434490204
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,32,256,0.0049235,1548.3124918937683
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,100,4,0.0057015,1556.611718416214
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,50,32,0.004089000000000001,1563.996595621109
 , , ,80,4,4,0.004514499999999999,1571.1445882320404
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,8,64,32,0.004291,1578.555362701416
