p0,p1,p2,p3,p4,p5,objective,elapsed_sec
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,4,4,0.000202,1125.6716947555542
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,8,20,0.000144,1132.8454504013062
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,32,20,0.00014199999999999998,1140.0507640838623
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,50,20,80,0.0001825,1147.939526796341
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,16,4,0.0002385,1154.5830698013306
 , , ,4,64,4,0.0001965,1161.2301471233368
 , , ,64,20,4,0.00017900000000000001,1169.0501217842102
 , , ,50,100,256,0.00012849999999999998,1175.0000674724579
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,2048,20,0.0001325,1181.942064523697
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,50,128,32,0.000228,1189.6515777111053
 , , ,128,32,50,0.000128,1196.125321149826
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,8,128,64,0.0001945,1203.622615814209
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,20,128,0.0001475,1210.2312428951263
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,80,100,0.00018600000000000002,1216.7030775547028
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,100,16,0.000102,1226.82155251503
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,128,8,0.000176,1233.3840198516846
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,128,64,100,0.000202,1241.0226352214813
 , , ,8,50,8,0.0001475,1247.4210133552551
