p0,p1,p2,p3,p4,p5,p6,p7,p8,objective,elapsed_sec
5,80,#pragma clang unrolling full,#pragma omp parallel for,256,16,80,scatter,sockets,4.11889386177063,89.7899079322815
6,100, ,#pragma omp parallel for,32,64,40,compact,threads,4.013638734817505,139.36687922477722
5,10,#pragma clang unrolling full,#pragma omp parallel for,128,64,80,balanced,threads,3.9264004230499268,189.36636543273926
4,64, ,#pragma omp parallel for,16,2,128,compact,sockets,3.368570566177368,237.3665943145752
8,40, , ,256,128,80,compact,threads,4.086694717407227,293.84651374816895
8,200, ,#pragma omp parallel for,8,8,100,compact,cores,4.434004068374634,346.1557412147522
4,200,#pragma clang unrolling full, ,96,16,100,balanced,sockets,3.4872727394104004,400.5408251285553
4,64, ,#pragma omp parallel for,16,32,200,scatter,sockets,3.4120726585388184,450.84164452552795
4,80, ,#pragma omp parallel for,96,16,160,balanced,sockets,3.868569850921631,501.5571267604828
4,40,#pragma clang unrolling full,#pragma omp parallel for,96,2,40,scatter,sockets,3.5274198055267334,551.9037203788757
4,200, ,#pragma omp parallel for,64,32,20,compact,sockets,3.3442940711975098,602.3444316387177
4,64, ,#pragma omp parallel for,8,2,64,compact,sockets,3.3714146614074707,653.4117529392242
4,64,#pragma clang unrolling full,#pragma omp parallel for,2,2,10,compact,sockets,3.591942071914673,703.799120426178
4,200, , ,4,64,20,compact,cores,3.5995802879333496,756.1900677680969
4,64, ,#pragma omp parallel for,32,2,128,compact,threads,3.3522279262542725,804.7082667350769
4,64, ,#pragma omp parallel for,256,256,200,compact,cores,3.5347418785095215,855.1723368167877
4,64, , ,32,2,80,compact,threads,3.4690093994140625,907.5688648223877
4,128, ,#pragma omp parallel for,256,16,80,compact,sockets,3.3076395988464355,957.9626047611237
4,128, ,#pragma omp parallel for,256,2,80,compact,cores,3.584528923034668,1008.349924325943
4,160, ,#pragma omp parallel for,256,8,80,compact,sockets,3.66064715385437,1058.8295514583588
4,64, ,#pragma omp parallel for,16,8,128,compact,threads,3.5813441276550293,1109.2357470989227
4,64,#pragma clang unrolling full, ,32,8,128,compact,sockets,3.3986380100250244,1161.6382894515991
4,64, ,#pragma omp parallel for,4,8,128,scatter,sockets,3.400926113128662,1212.1029148101807
4,64, ,#pragma omp parallel for,16,16,128,balanced,sockets,3.477064847946167,1262.52206158638
4,200, ,#pragma omp parallel for,32,16,64,compact,sockets,3.4976911544799805,1312.9226412773132
4,200, ,#pragma omp parallel for,32,4,128,compact,cores,3.6106810569763184,1363.3403868675232
4,20, ,#pragma omp parallel for,256,16,10,compact,sockets,3.5558032989501953,1413.8227932453156
4,64, ,#pragma omp parallel for,2,2,128,balanced,threads,3.688426971435547,1464.2478370666504
4,200, ,#pragma omp parallel for,4,256,80,compact,sockets,3.3954427242279053,1514.9988248348236
4,200, , ,16,16,80,compact,threads,3.6713428497314453,1567.8844900131226
4,160, ,#pragma omp parallel for,32,8,128,compact,sockets,3.551609754562378,1618.3898072242737
4,64, , ,2,8,128,compact,sockets,3.3280532360076904,1670.8230466842651
4,64, , ,96,8,10,scatter,sockets,3.453606605529785,1723.4440808296204
4,20, , ,256,32,80,compact,sockets,3.5563130378723145,1775.8757500648499
4,64,#pragma clang unrolling full,#pragma omp parallel for,256,128,128,scatter,sockets,3.6555519104003906,1826.3881368637085
4,64,#pragma clang unrolling full, ,64,64,128,compact,cores,3.345806121826172,1878.837720632553
4,64, , ,128,64,128,compact,cores,3.2712912559509277,1931.276000738144
4,160, , ,128,64,128,compact,cores,3.7127580642700195,1985.7970111370087
4,64, , ,4,64,128,compact,cores,3.6430962085723877,2040.313989162445
4,64, , ,256,128,128,scatter,sockets,3.3533411026000977,2092.761661529541
4,64, , ,2,64,128,balanced,sockets,3.395212173461914,2145.213607788086
4,64, , ,96,128,128,balanced,sockets,3.4317493438720703,2197.6737673282623
4,64, , ,64,8,128,compact,cores,3.393345355987549,2250.1926527023315
4,64, , ,64,16,80,compact,sockets,3.4165587425231934,2302.6542789936066
4,64, , ,64,8,128,compact,threads,3.5722358226776123,2355.365783214569
4,64, , ,4,96,128,compact,cores,3.437633991241455,2407.8628358840942
4,64, , ,256,128,128,balanced,sockets,3.3377275466918945,2460.2946383953094
4,64, , ,256,2,128,scatter,cores,3.357689619064331,2512.76154756546
4,64, , ,256,256,128,scatter,cores,3.4777872562408447,2565.2487618923187
4,64, , ,16,64,128,balanced,sockets,3.408001184463501,2617.7876868247986
4,64,#pragma clang unrolling full, ,96,4,128,compact,sockets,3.4782114028930664,2670.244070291519
